编码,项目名称,对应的手术名称,"计价
单位",价格（元）,,
331505016,股骨转子间骨折内固定术,股骨颈/股骨转子间骨折手法整复术,次,2240,2020,1790
331505017,股骨干骨折切开复位内固定术,股骨骨折切开复位内固定术,次,2240,2020,1790
331505018,股骨髁间骨折切开复位内固定术,股骨骨折切开复位内固定术,次,2240,2020,1790
331505019,髌骨骨折切开复位内固定术,髌骨骨折切开复位内固定术,次,1580,1420,1260
331505020,胫骨髁间骨折切开复位内固定术,胫骨骨折切开复位内固定术,次,2380,2140,1900
331505021,胫骨干骨折切开复位内固定术,胫骨骨折切开复位内固定术,次,1450,1310,1160
331505026,股骨干骨折不愈合切开植骨内固定术,股骨骨折切开复位内固定术,次,2550,2300,2040
331505035,跟骨骨折切开复位撬拨术,跟骨骨折切开复位术,次,1840,1660,1470
331505039,腓骨骨折切开复位内固定术,腓骨骨折切开复位内固定术,次,1700,1530,1360
331506001,肩锁关节脱位切开复位内固定术,肩锁关节脱位切开复位内固定术,次,2840,2560,2270
331506002,肩关节脱位切开复位术,肩关节脱位切开复位内固定术,次,1980,1780,1580
331506003,陈旧性肘关节前脱位切开复位术,肘关节脱位切开复位内固定术,次,2100,1890,1680
331506004,髋关节脱位切开复位术,髋关节脱位切开复位内固定术,次,2100,1890,1680
331506005,先天性髋关节脱位手法复位石膏固定术,髋关节脱位切开复位内固定术,次,1420,1280,1140
331506006,先天性髋关节脱位切开复位石膏固定术,髋关节脱位切开复位内固定术,次,2380,2140,1900
331506007,先天性髋关节脱位切开复位骨盆截骨内固定术,髋关节脱位切开复位内固定术,次,2380,2140,1900
331506008,先天性髋关节脱位切开复位骨盆截骨股骨上端截骨内固定术,髋关节脱位切开复位内固定术,次,2550,2300,2040
331506009,髌骨半脱位外侧切开松解术,髌骨支持带外侧松解，内侧紧缩术,次,2840,2560,2270
331506010,髌骨脱位成形术,髌骨脱位手法整复术,次,2100,1890,1680
331506011,急性膝关节前后十字韧带破裂修补术,膝关节前交叉韧带重建术,次,1980,1780,1580
331506012,膝关节陈旧性前十字韧带重建术,膝关节前交叉韧带重建术,次,2960,2660,2370
331506013,膝关节陈旧性后十字韧带重建术,膝关节后交叉韧带重建术,次,2960,2660,2370
331506015,膝关节单纯游离体摘除术,膝关节游离体取出术,次,1840,1660,1470
331506016,关节滑膜切除术(大),关节滑膜切除术,次,2380,2140,1900
331506017,关节滑膜切除术(中),关节滑膜切除术,次,1820,1640,1460
331506018,关节滑膜切除术(小),关节滑膜切除术,次,1420,1280,1140
331506019,半月板切除术,膝半月板切除术,次,1820,1640,1460
331506022,腘窝囊肿切除术,腘窝囊肿切除术,次,1060,950,850
331506025,胸锁关节脱位切开复位内固定术,胸锁关节脱位切开复位内固定术,单侧,新增项目,,
331507002,人工肱骨头置换术,人工肱骨头置换术,单侧,4020,3620,3220
331507004,人工腕关节置换术,人工腕关节置换术,单侧,4020,3620,3220
331507006,人工股骨头置换术,人工股骨头置换术,单侧,4020,3620,3220
331507007,人工膝关节表面置换术,铰链式人工膝关节置换术,单侧,4590,4130,3670
331507008,人工膝关节绞链式置换术,铰链式人工膝关节置换术,单侧,4770,4290,3820
331507012,髋关节表面置换术,全髋关节表面置换术,单侧,4850,4370,3880
331508003,骨骺固定术,骨骺固定术,次,1420,1280,1140
331509001,尺骨头桡骨茎突切除术,桡骨茎突切除术,次,1700,1530,1360
331509007,先天性锁骨假关节切除植骨内固定术,假关节切除术,次,2100,1890,1680
331509009,距骨切除术,距骨切除术,次,1560,1400,1250
331510003,掌骨截骨矫形术,掌骨截骨术,次,1390,1250,1110
331510005,股骨颈楔形截骨术,股骨截骨术,次,2440,2200,1950
331510006,股骨头钻孔及植骨术,股骨截骨术,次,2120,1910,1700
331510007,股骨下端截骨术,股骨下端截骨术,次,2240,2020,1790
331510008,胫骨高位截骨术,胫骨截骨术,次,2240,2020,1790
331510009,跟骨截骨术,跟骨截骨术,次,2100,1890,1680
331511001,肘关节融合术,肘关节融合术,次,2100,1890,1680
331511002,先天性胫骨缺如胫骨上端膝关节融合术,膝关节融合术,次,2240,2020,1790
331511003,踝关节融合手术,踝关节镜下踝关节融合术,次,2100,1890,1680
331511004,跟骰关节融合术,跟骰关节融合术,次,1700,1530,1360
331511005,近侧趾间关节融合术,趾关节融合术,次,1580,1420,1260
331512001,肘关节叉状成形术,肘关节成形术,次,1840,1660,1470
331512003,尺骨延长术,尺骨延长术,次,1740,1570,1390
331512004,尺骨短缩术,尺骨缩短术,次,1950,1760,1560
331512005,桡骨延长术,桡骨延长术,次,1980,1780,1580
331512006,桡骨短缩术,桡骨缩短术,次,1950,1760,1560
331512007,股骨延长术,股骨延长术,次,2610,2350,2090
331512010,股四头肌成形术,股四头肌成形术,次,1740,1570,1390
331512012,髌韧带成形术,髌骨习惯性脱位韧带成形术,次,2670,2400,2140
331512016,第二跖骨头修整成形术,跖骨成形术,次,1560,1400,1250
331512018,胫骨延长术,胫骨延长术,次,3530,3180,2820
331512019,上肢关节松解术,肩关节松解术，肘关节松解术，腕关节松解术,次,2270,2040,1820
331512020,下肢关节松解术,髋关节松解术，膝关节松解术，踝关节松解术，跖关节松解术,次,2270,2040,1820
331512021,髋关节成形术,髋关节镜下髋关节成形术,次,新增项目,,
331512022,股骨头颈成形术,股骨成形术,次,新增项目,,
331513001,肩关节离断术,肩关节离断术,次,1950,1760,1560
331513002,肩胛胸部间离断术,肩胛带离断术,次,2380,2140,1900
331513004,上肢截肢术,上肢截断术,次,1430,1290,1140
331513005,髋关节离断术,髋关节离断术,次,2670,2400,2140
331513006,大腿截肢术,大腿截断术,次,2670,2400,2140
331513007,小腿截肢术,小腿截断术,次,1560,1400,1250
331513009,截指术,多指截指术,次,790,710,630
331514001,断肢再植术,断肢再植术,每肢,4200,3780,3360
331514002,断指再植术,拇指断指再植术，手指断指再植术,每指(趾),3320,2990,2660
331515001,手部掌指骨骨折切开复位内固定术,指骨骨折切开复位内固定术,次,1430,1290,1140
331515002,手部关节内骨折切开复位内固定术,指关节骨折切开复位内固定术(腕掌关节、掌指关节、指间关节),次,1670,1500,1340
331515004,腕骨骨折切开复位内固定术,腕骨骨折切开复位内固定术,次,1670,1500,1340
331515005,舟骨骨折切开复位内固定术,腕关节镜下舟骨骨折固定术,次,1670,1500,1340
331515010,人工桡骨头月骨置换术,人工桡骨头置换术,单侧,1980,1780,1580
331516001,手部关节脱位切开复位内固定术,指关节骨折切开复位内固定术(腕掌关节、掌指关节、指间关节),次,1450,1310,1160
331517002,腕关节融合术,全腕关节融合术,次,1030,925,820
331518003,近排腕骨切除术,腕骨切除术,次,1700,1530,1360
331518004,舟骨近端切除术,副舟骨切除术,次,1060,950,850
331518005,月骨摘除术,月骨切除术,次,1390,1250,1110
331519001,并指分离术,并指矫正术,每个指(趾)、蹼,1060,955,850
331519002,拇指再造术Ⅰ型,拇指整复术,次,2440,2200,1950
331519003,拇指再造术Ⅱ型,拇指整复术,次,4380,3940,3500
331519004,拇指再造术Ⅲ型,拇指整复术,次,4380,3940,3500
331519005,拇指再造术Ⅳ型,拇指整复术,次,2780,2500,2220
331519006,拇指再造术Ⅴ型,拇指整复术,次,2780,2500,2220
331519007,拇指再造术Ⅵ型,拇指整复术,次,2610,2350,2090
331519008,多指切除术,多指截指术,次,1060,955,850
331519009,其他指再造术,拇指整复术,次,2240,2020,1790
331519012,指关节成形术,掌指关节成形术,每指(趾),1420,1280,1140
331519016,手部关节松解术,指关节松解术,"每个
关节",1390,1250,1110
331519017,掌指关节成形术,掌指关节成形术,次,1700,1530,1360
331520001,腕关节韧带修补术,韧带修补术,次,1530,1380,1220
331520002,指间或掌指关节侧副韧带修补术,韧带修补术,次,1390,1250,1110
331521004,手外伤邻指皮瓣术,邻指皮瓣术,次,1130,1020,900
331521005,手外伤鱼际皮瓣术,鱼际皮瓣术,次,1130,1020,900
331521011,屈肘功能重建术,上肢肌屈肘功能重建伴肌移位术,次,2610,2350,2090
331521012,伸腕功能重建术,上肢肌伸腕功能重建伴肌移位术,次,2100,1890,1680
331521013,伸指功能重建术,上肢肌伸指功能重建伴肌移位术,次,2100,1890,1680
331521014,屈指功能重建术,上肢肌屈指功能重建伴肌移位术,次,1820,1640,1460
331521017,腱鞘囊肿切除术,腱鞘囊肿切除术,次,630,565,505
331521024,食指背侧岛状皮瓣术,岛状皮瓣移植术,次,1700,1530,1360
331521028,肌腱粘连松解术,肌腱粘连松解术,每个手指/每部位,1080,970,865
331521031,滑车重建术,手肌腱滑车重建术,次,1130,1020,905
331521032,锤状指修复术,槌状指修补术,次,1130,1020,905
331521040,指蹼成形术,指蹼成形术,每个指(趾)蹼,1100,990,880
331521041,甲床修补术,甲床清创术,个,380,340,305
331521042,腱鞘重建术,腱鞘缝合术,每腱鞘,新增项目,,
331522003,骨化性肌炎局部切除术,骨化性肌炎切除术,"每个
部位",1300,1170,1040
331522008,肩袖破裂修补术,肩袖修补术,次,2840,2560,2270
331522009,腕管综合症切开减压术,腕管松解术,次,1320,1190,1060
331522011,格林先天性高肩胛症手术,高肩胛症松解术,次,2550,2300,2040
331522012,臀大肌挛缩切除术,臀大肌切断术,次,1700,1530,1360
331522013,髂胫束松解术,髂胫束切断术,次,1560,1400,1250
331522016,跟腱断裂修补术,跟腱修补术,次,1580,1420,1260
331522017,胫后肌延长术,胫后肌腱延长术,次,新增项目,,
331523002,皮肤牵引术,肢体的其他皮肤牵引,次,125,115,100
331523003,骨骼牵引术,间歇性骨骼牵引,次,255,230,205
331523004,颅骨牵引术,颅骨牵引术,次,395,355,315
331523006,石膏固定术(特大),石膏托固定术,次,505,455,405
331523007,石膏固定术(大),石膏托固定术,次,380,340,305
331523008,石膏固定术(中),石膏托固定术,次,255,230,205
331523009,石膏固定术(小),石膏托固定术,次,125,115,100
331523010,石膏拆除术,石膏外固定去除,次,23,21,18
331601002,乳腺肿物切除术,乳房病损切除术,单侧,1170,1050,935
331601003,副乳切除术,副乳腺切除术,单侧,760,685,610
331601004,单纯乳房切除术,单侧单纯乳房切除术，双侧单纯乳房切除术,单侧,1300,1170,1040
331601007,乳房再造术,乳房重建术,单侧,2610,2350,2090
331601009,乳房再造术II期,乳房重建术,单侧,4730,4260,3780
331602008,脂肪抽吸术,脂肪抽吸术(用于脂肪移植),每毫升,价格放开,,
331603009,切痂术,皮肤焦痂切开术,1％体表面积,200,180,160
331603010,削痂术,焦痂切除术,1％体表面积,210,190,170
331603011,取皮术,皮片取皮术,1％体表面积,340,305,270
331603035,手部扩创延期植皮术,上肢植皮术,每侧,1060,955,850
331603036,全手切削痂植皮术,上肢植皮术,每侧,1980,1780,1580
331603037,手背切削痂植皮术,上肢植皮术,每侧,1760,1580,1410
331604006,唇外翻矫正术,唇外翻矫正术,每侧,1060,955,850
331604008,隆颏术,隆颏术,次,价格放开,,
331604011,酒窝再造术,“酒窝”成形术,每侧,价格放开,,
331604014,除皱术,面部的皱纹切除术,每个部位或面1/3,价格放开,,
331604015,面部瘢痕切除整形术,眉部瘢痕切除术，眉部瘢痕切除术,2cm2,760,685,610
